,date,weekday,hour,region_id,region_mean
49,2019-04-01,0,0,156,19.54499615994895
50,2019-04-01,0,0,159,
51,2019-04-01,0,0,163,14.936405364053641
52,2019-04-01,0,0,166,19.80585640801381
53,2019-04-01,0,0,169,10.060087989353885
54,2019-04-01,0,0,172,
55,2019-04-01,0,0,175,12.90318446131213
56,2019-04-01,0,0,178,
57,2019-04-01,0,0,182,22.127259144681226
58,2019-04-01,0,0,185,19.1556420027708
59,2019-04-01,0,0,188,12.113484074064914
60,2019-04-01,0,0,191,15.815542217770183
61,2019-04-01,0,0,194,24.20214871656945
62,2019-04-01,0,0,198,17.18792729888687
63,2019-04-01,0,0,201,15.70437119200125
64,2019-04-01,0,0,204,6.349167157664177
65,2019-04-01,0,0,207,12.751623884530616
66,2019-04-01,0,0,210,7.158482142857142
67,2019-04-01,0,0,214,23.944444444444446
68,2019-04-01,0,0,217,20.409141583054627
69,2019-04-01,0,0,220,22.09752749532894
70,2019-04-01,0,0,223,13.742730138078976
71,2019-04-01,0,0,226,14.698414825592526
72,2019-04-01,0,0,230,
73,2019-04-01,0,0,233,
74,2019-04-01,0,0,236,
75,2019-04-01,0,0,239,11.532051282051281
76,2019-04-01,0,0,242,
77,2019-04-01,0,0,245,
78,2019-04-01,0,0,249,
79,2019-04-01,0,1,0,13.968532691898641
80,2019-04-01,0,1,3,12.180594405594405
81,2019-04-01,0,1,6,15.523193674632973
82,2019-04-01,0,1,10,18.645891461830743
83,2019-04-01,0,1,13,5.208333333333333
84,2019-04-01,0,1,16,5.406926945181256
85,2019-04-01,0,1,19,20.22222222222222
86,2019-04-01,0,1,22,9.0
87,2019-04-01,0,1,26,17.16238393551065
88,2019-04-01,0,1,29,
89,2019-04-01,0,1,32,10.55785694559514
90,2019-04-01,0,1,35,13.0
91,2019-04-01,0,1,38,18.272727272727273
92,2019-04-01,0,1,41,18.0
93,2019-04-01,0,1,45,18.705882352941174
94,2019-04-01,0,1,48,
95,2019-04-01,0,1,51,
96,2019-04-01,0,1,54,5.0
97,2019-04-01,0,1,57,8.270238095238096
98,2019-04-01,0,1,61,
99,2019-04-01,0,1,64,
100,2019-04-01,0,1,67,15.122547696948667
101,2019-04-01,0,1,70,8.787000462000462
102,2019-04-01,0,1,73,6.546180315107965
103,2019-04-01,0,1,76,17.275505502141677
104,2019-04-01,0,1,80,15.382045820104626
105,2019-04-01,0,1,83,
106,2019-04-01,0,1,86,15.187478559176672
107,2019-04-01,0,1,89,11.435539902235405
108,2019-04-01,0,1,92,13.505266645986651
109,2019-04-01,0,1,96,13.648568179849644
110,2019-04-01,0,1,99,17.141366405567606
111,2019-04-01,0,1,102,21.087339701010976
112,2019-04-01,0,1,105,16.202481728797515
113,2019-04-01,0,1,108,20.75673930546191
114,2019-04-01,0,1,112,13.011430763329496
115,2019-04-01,0,1,115,14.721975308641975
116,2019-04-01,0,1,118,9.777388797298935
117,2019-04-01,0,1,121,8.78220181644839
118,2019-04-01,0,1,124,6.007131011608624
119,2019-04-01,0,1,128,15.775
120,2019-04-01,0,1,131,
121,2019-04-01,0,1,134,20.37344918038046
122,2019-04-01,0,1,137,10.049551638837354
123,2019-04-01,0,1,140,21.376041364103823
124,2019-04-01,0,1,143,
125,2019-04-01,0,1,147,7.764219361156598
126,2019-04-01,0,1,150,10.243993994595137
127,2019-04-01,0,1,153,20.36490167351066
128,2019-04-01,0,1,156,21.66503310354242
129,2019-04-01,0,1,159,
130,2019-04-01,0,1,163,12.89783665939963
131,2019-04-01,0,1,166,21.4217632870564
132,2019-04-01,0,1,169,10.797809470577555
133,2019-04-01,0,1,172,
134,2019-04-01,0,1,175,13.027239304812834
135,2019-04-01,0,1,178,11.166666666666666
136,2019-04-01,0,1,182,14.918255124938092
137,2019-04-01,0,1,185,16.899298132252678
138,2019-04-01,0,1,188,14.103347621400237
139,2019-04-01,0,1,191,16.636198063874605
140,2019-04-01,0,1,194,18.775761373129793
141,2019-04-01,0,1,198,6.13345892762119
142,2019-04-01,0,1,201,6.015236815120925
143,2019-04-01,0,1,204,7.86230329229347
144,2019-04-01,0,1,207,18.43576757212388
145,2019-04-01,0,1,210,
146,2019-04-01,0,1,214,
147,2019-04-01,0,1,217,14.709009185069377
148,2019-04-01,0,1,220,15.107375643224701
149,2019-04-01,0,1,223,9.437983193277311
150,2019-04-01,0,1,226,10.918799696238722
151,2019-04-01,0,1,230,11.16555023923445
152,2019-04-01,0,1,233,
153,2019-04-01,0,1,236,
154,2019-04-01,0,1,239,18.80952380952381
155,2019-04-01,0,1,242,5.333333333333333
156,2019-04-01,0,1,245,7.414611005692599
157,2019-04-01,0,1,249,
158,2019-04-01,0,2,0,16.339774194092122
159,2019-04-01,0,2,3,4.909035409035409
160,2019-04-01,0,2,6,5.812787095395791
161,2019-04-01,0,2,10,17.300412785319235
162,2019-04-01,0,2,13,6.385374149659864
163,2019-04-01,0,2,16,5.555197539088191
164,2019-04-01,0,2,19,6.488888888888889
165,2019-04-01,0,2,22,15.8
166,2019-04-01,0,2,26,19.310469136180267
167,2019-04-01,0,2,29,
168,2019-04-01,0,2,32,4.942355889724311
169,2019-04-01,0,2,35,
170,2019-04-01,0,2,38,4.0
171,2019-04-01,0,2,41,4.0
172,2019-04-01,0,2,45,4.0
173,2019-04-01,0,2,48,
174,2019-04-01,0,2,51,12.061688311688311
175,2019-04-01,0,2,54,4.0
176,2019-04-01,0,2,57,9.27020202020202
177,2019-04-01,0,2,61,8.799528301886792
178,2019-04-01,0,2,64,
179,2019-04-01,0,2,67,16.660441469170948
180,2019-04-01,0,2,70,4.9776252573781745
181,2019-04-01,0,2,73,14.613681400362045
182,2019-04-01,0,2,76,22.414741770450917
183,2019-04-01,0,2,80,17.406013851445532
184,2019-04-01,0,2,83,
185,2019-04-01,0,2,86,18.470119010948473
186,2019-04-01,0,2,89,14.086442620285457
187,2019-04-01,0,2,92,16.476076627747222
188,2019-04-01,0,2,96,13.39985506890893
189,2019-04-01,0,2,99,17.347154224302212
190,2019-04-01,0,2,102,9.383097722043736
191,2019-04-01,0,2,105,11.816198135888328
192,2019-04-01,0,2,108,11.713302599419482
193,2019-04-01,0,2,112,
194,2019-04-01,0,2,115,16.55316056492527
195,2019-04-01,0,2,118,8.180534232317061
196,2019-04-01,0,2,121,6.077624975873384
197,2019-04-01,0,2,124,8.623751316481107
198,2019-04-01,0,2,128,12.882828282828282
199,2019-04-01,0,2,131,
200,2019-04-01,0,2,134,23.866605597700502
201,2019-04-01,0,2,137,9.136777069325822
202,2019-04-01,0,2,140,12.271606281676362
203,2019-04-01,0,2,143,
204,2019-04-01,0,2,147,9.210799235497872
205,2019-04-01,0,2,150,10.10581188049741
206,2019-04-01,0,2,153,20.502595319033674
207,2019-04-01,0,2,156,27.27117121424625
208,2019-04-01,0,2,159,
209,2019-04-01,0,2,163,16.830510059374465
210,2019-04-01,0,2,166,23.781678654562548
211,2019-04-01,0,2,169,12.541810570382
212,2019-04-01,0,2,172,
213,2019-04-01,0,2,175,16.296795170569695
214,2019-04-01,0,2,178,4.0
215,2019-04-01,0,2,182,17.256712042312966
216,2019-04-01,0,2,185,19.07091535549833
217,2019-04-01,0,2,188,17.3423666106196
218,2019-04-01,0,2,191,19.150783599613362
219,2019-04-01,0,2,194,19.279881856124092
220,2019-04-01,0,2,198,14.593471298349346
221,2019-04-01,0,2,201,14.293587893701323
222,2019-04-01,0,2,204,7.039980371305672
223,2019-04-01,0,2,207,20.99698536526367
224,2019-04-01,0,2,210,7.737639553429027
225,2019-04-01,0,2,214,
226,2019-04-01,0,2,217,4.0
227,2019-04-01,0,2,220,20.771791271791272
228,2019-04-01,0,2,223,17.98085988085988
229,2019-04-01,0,2,226,8.752195225916454
230,2019-04-01,0,2,230,
231,2019-04-01,0,2,233,
232,2019-04-01,0,2,236,
233,2019-04-01,0,2,239,14.230409356725145
234,2019-04-01,0,2,242,
235,2019-04-01,0,2,245,6.2067251461988295
236,2019-04-01,0,2,249,
237,2019-04-01,0,3,0,18.036364483620602
238,2019-04-01,0,3,3,
239,2019-04-01,0,3,6,7.619631984300865
240,2019-04-01,0,3,10,19.830987884436162
241,2019-04-01,0,3,13,6.0
242,2019-04-01,0,3,16,9.798804341257977
243,2019-04-01,0,3,19,
244,2019-04-01,0,3,22,
245,2019-04-01,0,3,26,20.952183776525395
246,2019-04-01,0,3,29,
247,2019-04-01,0,3,32,
248,2019-04-01,0,3,35,
249,2019-04-01,0,3,38,
250,2019-04-01,0,3,41,
251,2019-04-01,0,3,45,
252,2019-04-01,0,3,48,
253,2019-04-01,0,3,51,
254,2019-04-01,0,3,54,
255,2019-04-01,0,3,57,8.815447710184552
256,2019-04-01,0,3,61,8.273968253968254
257,2019-04-01,0,3,64,
258,2019-04-01,0,3,67,14.242850895576128
259,2019-04-01,0,3,70,
260,2019-04-01,0,3,73,15.411584548457341
261,2019-04-01,0,3,76,23.63502993089802
262,2019-04-01,0,3,80,19.946697403549123
263,2019-04-01,0,3,83,
264,2019-04-01,0,3,86,
265,2019-04-01,0,3,89,8.767854619325208
266,2019-04-01,0,3,92,15.251443327401025
267,2019-04-01,0,3,96,11.334643408012976
268,2019-04-01,0,3,99,12.895347679786127
269,2019-04-01,0,3,102,8.025680904801932
270,2019-04-01,0,3,105,9.157894736842106
271,2019-04-01,0,3,108,16.743829561049733
272,2019-04-01,0,3,112,
273,2019-04-01,0,3,115,
274,2019-04-01,0,3,118,9.613649259125019
275,2019-04-01,0,3,121,8.97165991902834
276,2019-04-01,0,3,124,8.876162501713972
277,2019-04-01,0,3,128,15.08138528138528
278,2019-04-01,0,3,131,
279,2019-04-01,0,3,134,16.84458939950021
280,2019-04-01,0,3,137,10.105325757575757
281,2019-04-01,0,3,140,17.08102530554322
282,2019-04-01,0,3,143,
283,2019-04-01,0,3,147,7.204171672939355
284,2019-04-01,0,3,150,16.12826835668916
285,2019-04-01,0,3,153,15.618291021387147
286,2019-04-01,0,3,156,17.462624139306573
287,2019-04-01,0,3,159,
288,2019-04-01,0,3,163,21.007339449541284
289,2019-04-01,0,3,166,11.416775565959139
290,2019-04-01,0,3,169,10.626703074071497
291,2019-04-01,0,3,172,
292,2019-04-01,0,3,175,
293,2019-04-01,0,3,178,
294,2019-04-01,0,3,182,20.67352477716269
295,2019-04-01,0,3,185,25.055747456962383
296,2019-04-01,0,3,188,24.023472685722847
297,2019-04-01,0,3,191,29.91765688230261
298,2019-04-01,0,3,194,20.91101463304454
299,2019-04-01,0,3,198,15.411579004860997
300,2019-04-01,0,3,201,16.201862606981017
301,2019-04-01,0,3,204,7.6646892219577945
302,2019-04-01,0,3,207,10.807278485250205
303,2019-04-01,0,3,210,8.011552690065539
304,2019-04-01,0,3,214,
305,2019-04-01,0,3,217,
306,2019-04-01,0,3,220,18.010103037380077
307,2019-04-01,0,3,223,11.869319831591174
308,2019-04-01,0,3,226,8.606545822885234
309,2019-04-01,0,3,230,
310,2019-04-01,0,3,233,
311,2019-04-01,0,3,236,
312,2019-04-01,0,3,239,17.643650879275
313,2019-04-01,0,3,242,
314,2019-04-01,0,3,245,8.480384807596202
315,2019-04-01,0,3,249,
316,2019-04-01,0,4,0,15.305181390654024
317,2019-04-01,0,4,3,5.35
318,2019-04-01,0,4,6,5.441441441441442
319,2019-04-01,0,4,10,22.776616636736577
320,2019-04-01,0,4,13,5.465488215488215
321,2019-04-01,0,4,16,4.90518623722912
322,2019-04-01,0,4,19,
323,2019-04-01,0,4,22,5.2
324,2019-04-01,0,4,26,21.118694069789797
325,2019-04-01,0,4,29,5.116724738675958
326,2019-04-01,0,4,32,5.105500734468158
327,2019-04-01,0,4,35,
328,2019-04-01,0,4,38,
329,2019-04-01,0,4,41,
330,2019-04-01,0,4,45,
331,2019-04-01,0,4,48,
332,2019-04-01,0,4,51,8.818181818181818
333,2019-04-01,0,4,54,4.89044289044289
334,2019-04-01,0,4,57,6.221516434765074
335,2019-04-01,0,4,61,5.961240310077519
336,2019-04-01,0,4,64,
337,2019-04-01,0,4,67,7.019932826497073
338,2019-04-01,0,4,70,11.055388219544845
339,2019-04-01,0,4,73,8.721500731505325
340,2019-04-01,0,4,76,23.68600134419704
341,2019-04-01,0,4,80,23.064416430621357
342,2019-04-01,0,4,83,
343,2019-04-01,0,4,86,13.403479070933992
344,2019-04-01,0,4,89,10.889495798319329
345,2019-04-01,0,4,92,13.568130211198115
346,2019-04-01,0,4,96,9.825257880788023
347,2019-04-01,0,4,99,10.5623717176952
348,2019-04-01,0,4,102,6.490120604877058
349,2019-04-01,0,4,105,9.865266885975169
350,2019-04-01,0,4,108,10.385044462792662
351,2019-04-01,0,4,112,14.690617781539089
352,2019-04-01,0,4,115,12.713713870847478
353,2019-04-01,0,4,118,7.067164947947537
354,2019-04-01,0,4,121,8.749167005151415
355,2019-04-01,0,4,124,7.5905784301343395
356,2019-04-01,0,4,128,15.383838383838384
357,2019-04-01,0,4,131,5.2784313725490195
358,2019-04-01,0,4,134,13.77382375499492
359,2019-04-01,0,4,137,8.222986243435026
360,2019-04-01,0,4,140,13.10600242051855
361,2019-04-01,0,4,143,
362,2019-04-01,0,4,147,7.273230989727964
363,2019-04-01,0,4,150,9.92107932915474
364,2019-04-01,0,4,153,16.5143861384055
365,2019-04-01,0,4,156,12.601069057698366
366,2019-04-01,0,4,159,
367,2019-04-01,0,4,163,14.137415201283071
368,2019-04-01,0,4,166,10.212443075828494
369,2019-04-01,0,4,169,8.523384194689392
370,2019-04-01,0,4,172,
371,2019-04-01,0,4,175,12.718108201685752
372,2019-04-01,0,4,178,
373,2019-04-01,0,4,182,19.389067169445944
374,2019-04-01,0,4,185,31.964274502495122
375,2019-04-01,0,4,188,19.828961416565594
376,2019-04-01,0,4,191,31.53721552192952
377,2019-04-01,0,4,194,28.849044261065266
378,2019-04-01,0,4,198,5.870445784002925
379,2019-04-01,0,4,201,5.79414696485623
380,2019-04-01,0,4,204,5.524424439197166
381,2019-04-01,0,4,207,6.826500212796141
382,2019-04-01,0,4,210,5.54720744680851
383,2019-04-01,0,4,214,
384,2019-04-01,0,4,217,
385,2019-04-01,0,4,220,22.16073762150402
386,2019-04-01,0,4,223,9.058794461171372
387,2019-04-01,0,4,226,10.37182103610675
388,2019-04-01,0,4,230,4.959850606909431
389,2019-04-01,0,4,233,
390,2019-04-01,0,4,236,
391,2019-04-01,0,4,239,16.712820512820514
392,2019-04-01,0,4,242,8.028571428571428
393,2019-04-01,0,4,245,8.995628027886092
394,2019-04-01,0,4,249,
395,2019-04-01,0,5,0,10.733047689026868
396,2019-04-01,0,5,3,4.5
397,2019-04-01,0,5,6,4.310302038205175
398,2019-04-01,0,5,10,9.8722853869205
399,2019-04-01,0,5,13,7.0898530588185755
400,2019-04-01,0,5,16,4.576219825372368
401,2019-04-01,0,5,19,5.475543478260869
402,2019-04-01,0,5,22,5.734230019493177
403,2019-04-01,0,5,26,11.785596668573973
404,2019-04-01,0,5,29,5.0
405,2019-04-01,0,5,32,5.111665383680415
406,2019-04-01,0,5,35,
407,2019-04-01,0,5,38,5.0
408,2019-04-01,0,5,41,4.299058084772371
409,2019-04-01,0,5,45,4.521739130434783
410,2019-04-01,0,5,48,5.5033670033670035
411,2019-04-01,0,5,51,8.244588744588745
412,2019-04-01,0,5,54,5.416470588235294
413,2019-04-01,0,5,57,6.196115288220551
414,2019-04-01,0,5,61,4.811320754716981
415,2019-04-01,0,5,64,4.833333333333333
416,2019-04-01,0,5,67,6.692093403814032
417,2019-04-01,0,5,70,4.978632635820759
418,2019-04-01,0,5,73,6.673970152685829
419,2019-04-01,0,5,76,15.340606927595182
420,2019-04-01,0,5,80,12.36232208436685
421,2019-04-01,0,5,83,
422,2019-04-01,0,5,86,13.154151880716089
423,2019-04-01,0,5,89,11.440871387313528
424,2019-04-01,0,5,92,9.50600200069244
425,2019-04-01,0,5,96,8.130848630454237
426,2019-04-01,0,5,99,8.60231120143401
427,2019-04-01,0,5,102,4.897636252071727
428,2019-04-01,0,5,105,8.457333269786801
429,2019-04-01,0,5,108,8.144377861238294
430,2019-04-01,0,5,112,8.551890121584197
431,2019-04-01,0,5,115,12.3084265450549
432,2019-04-01,0,5,118,6.160783038775103
433,2019-04-01,0,5,121,6.744198654037886
434,2019-04-01,0,5,124,5.1450636979145035
435,2019-04-01,0,5,128,9.123524623524624
436,2019-04-01,0,5,131,6.666666666666667
437,2019-04-01,0,5,134,10.664452763223448
438,2019-04-01,0,5,137,6.541226593552982
439,2019-04-01,0,5,140,9.360377489103914
440,2019-04-01,0,5,143,10.69376026272578
441,2019-04-01,0,5,147,5.206951525281154
442,2019-04-01,0,5,150,8.083338932173909
443,2019-04-01,0,5,153,10.547004482341212
444,2019-04-01,0,5,156,7.452285560275645
445,2019-04-01,0,5,159,
446,2019-04-01,0,5,163,6.745407669996777
447,2019-04-01,0,5,166,6.239374441860101
448,2019-04-01,0,5,169,8.56727381407289
449,2019-04-01,0,5,172,
450,2019-04-01,0,5,175,9.041715822796165
451,2019-04-01,0,5,178,
452,2019-04-01,0,5,182,12.157250131598147
453,2019-04-01,0,5,185,17.74569165001702
454,2019-04-01,0,5,188,15.994377885632398
455,2019-04-01,0,5,191,22.619296593550835
456,2019-04-01,0,5,194,18.14021071804293
457,2019-04-01,0,5,198,6.794878465818232
458,2019-04-01,0,5,201,6.336829639436475
459,2019-04-01,0,5,204,4.5649862399655445
460,2019-04-01,0,5,207,6.0458853454961226
461,2019-04-01,0,5,210,4.475
462,2019-04-01,0,5,214,4.0
463,2019-04-01,0,5,217,5.040603033666296
464,2019-04-01,0,5,220,13.14076923076923
465,2019-04-01,0,5,223,8.015515804949768
466,2019-04-01,0,5,226,7.418593601520431
467,2019-04-01,0,5,230,5.10050505050505
468,2019-04-01,0,5,233,
469,2019-04-01,0,5,236,
470,2019-04-01,0,5,239,14.482619204570424
471,2019-04-01,0,5,242,
472,2019-04-01,0,5,245,6.002051282051282
473,2019-04-01,0,5,249,
474,2019-04-01,0,6,0,9.31943269769774
475,2019-04-01,0,6,3,4.0
476,2019-04-01,0,6,6,4.835175335286621
477,2019-04-01,0,6,10,14.341064169570267
478,2019-04-01,0,6,13,5.308667452830189
479,2019-04-01,0,6,16,6.114152156950713
480,2019-04-01,0,6,19,5.001060654175929
481,2019-04-01,0,6,22,4.0
482,2019-04-01,0,6,26,13.537134186474848
483,2019-04-01,0,6,29,5.66608617131063
484,2019-04-01,0,6,32,5.643493005092675
485,2019-04-01,0,6,35,4.818181818181818
486,2019-04-01,0,6,38,4.0
487,2019-04-01,0,6,41,4.0
488,2019-04-01,0,6,45,4.0
489,2019-04-01,0,6,48,4.0
490,2019-04-01,0,6,51,4.194285714285714
491,2019-04-01,0,6,54,6.1773584905660375
492,2019-04-01,0,6,57,6.684194528875381
493,2019-04-01,0,6,61,4.858569213841396
494,2019-04-01,0,6,64,6.0
495,2019-04-01,0,6,67,7.988238047342909
496,2019-04-01,0,6,70,7.979677643664927
497,2019-04-01,0,6,73,9.641637723897425
498,2019-04-01,0,6,76,15.430029360680967
499,2019-04-01,0,6,80,14.174908554834982
500,2019-04-01,0,6,83,4.865079365079366
501,2019-04-01,0,6,86,11.596953389386247
502,2019-04-01,0,6,89,7.031648447532448
503,2019-04-01,0,6,92,7.768779102161124
504,2019-04-01,0,6,96,7.764356780392642
505,2019-04-01,0,6,99,9.340673406703853
506,2019-04-01,0,6,102,5.030496907357538
507,2019-04-01,0,6,105,5.277435215815064
508,2019-04-01,0,6,108,6.926360818717684
509,2019-04-01,0,6,112,11.237477354110412
510,2019-04-01,0,6,115,12.101835006185098
511,2019-04-01,0,6,118,8.219407581556219
512,2019-04-01,0,6,121,6.584432163964026
513,2019-04-01,0,6,124,6.236003537726058
514,2019-04-01,0,6,128,11.186833179155103
515,2019-04-01,0,6,131,
516,2019-04-01,0,6,134,8.7692804161927
517,2019-04-01,0,6,137,7.6319455514201495
518,2019-04-01,0,6,140,7.52060116062253
519,2019-04-01,0,6,143,9.898717948717948
520,2019-04-01,0,6,147,5.6733013618682495
521,2019-04-01,0,6,150,9.171442130223241
522,2019-04-01,0,6,153,8.360496701269131
523,2019-04-01,0,6,156,7.529620979319768
524,2019-04-01,0,6,159,4.5
525,2019-04-01,0,6,163,5.79495140692112
526,2019-04-01,0,6,166,6.856530877854525
527,2019-04-01,0,6,169,7.695333277675068
528,2019-04-01,0,6,172,4.375
529,2019-04-01,0,6,175,10.331509191013483
530,2019-04-01,0,6,178,5.2
531,2019-04-01,0,6,182,13.333005679929803
532,2019-04-01,0,6,185,17.860930352794156
533,2019-04-01,0,6,188,9.920263608124896
534,2019-04-01,0,6,191,17.195904234325912
535,2019-04-01,0,6,194,17.438416078333447
536,2019-04-01,0,6,198,9.147846387335745
537,2019-04-01,0,6,201,8.888367035737268
538,2019-04-01,0,6,204,5.810657313682171
539,2019-04-01,0,6,207,5.885888018345247
540,2019-04-01,0,6,210,4.925146713615024
541,2019-04-01,0,6,214,6.177944862155388
542,2019-04-01,0,6,217,5.4399999999999995
543,2019-04-01,0,6,220,18.33244918016613
544,2019-04-01,0,6,223,11.478174466026127
545,2019-04-01,0,6,226,7.101849830841428
546,2019-04-01,0,6,230,5.272148541114058
547,2019-04-01,0,6,233,9.094202898550723
548,2019-04-01,0,6,236,
549,2019-04-01,0,6,239,9.851176984607111
550,2019-04-01,0,6,242,4.073170731707317
551,2019-04-01,0,6,245,7.45612452064065
552,2019-04-01,0,6,249,4.0
553,2019-04-01,0,7,0,7.927095554675693
554,2019-04-01,0,7,3,5.355064156896384
555,2019-04-01,0,7,6,6.703663976248928
556,2019-04-01,0,7,10,8.592769672271617
557,2019-04-01,0,7,13,7.0403936474811655
558,2019-04-01,0,7,16,6.613280614067069
559,2019-04-01,0,7,19,5.887742679206557
560,2019-04-01,0,7,22,5.806302969994117
561,2019-04-01,0,7,26,7.422475708806716
562,2019-04-01,0,7,29,8.122241067585897
563,2019-04-01,0,7,32,6.67087538955244
564,2019-04-01,0,7,35,6.283722172134198
565,2019-04-01,0,7,38,4.797855067331392
566,2019-04-01,0,7,41,4.659741990509131
567,2019-04-01,0,7,45,4.767340697232527
568,2019-04-01,0,7,48,4.960831614574193
569,2019-04-01,0,7,51,5.35827929297125
570,2019-04-01,0,7,54,6.529220400913585
571,2019-04-01,0,7,57,5.331447911140654
572,2019-04-01,0,7,61,6.038882403442819
573,2019-04-01,0,7,64,5.6
574,2019-04-01,0,7,67,6.132813539003115
575,2019-04-01,0,7,70,7.646619920710146
576,2019-04-01,0,7,73,6.013531088180733
577,2019-04-01,0,7,76,9.401998032794976
578,2019-04-01,0,7,80,8.673553858906857
579,2019-04-01,0,7,83,5.553571428571429
580,2019-04-01,0,7,86,9.200704402281575
581,2019-04-01,0,7,89,9.740221374490224
582,2019-04-01,0,7,92,9.608294158989278
583,2019-04-01,0,7,96,7.582785204116636
584,2019-04-01,0,7,99,8.174176077466544
585,2019-04-01,0,7,102,6.576781527051519
586,2019-04-01,0,7,105,6.508741990090736
587,2019-04-01,0,7,108,6.296855907608927
588,2019-04-01,0,7,112,8.014127847146945
589,2019-04-01,0,7,115,10.143979209051189
590,2019-04-01,0,7,118,7.851869693242033
591,2019-04-01,0,7,121,6.531802917328416
592,2019-04-01,0,7,124,7.367826288275779
593,2019-04-01,0,7,128,7.573594346525679
594,2019-04-01,0,7,131,6.865907653383934
595,2019-04-01,0,7,134,7.266326564627225
596,2019-04-01,0,7,137,8.444727964884958
597,2019-04-01,0,7,140,7.141419203973994
598,2019-04-01,0,7,143,9.146454255920276
599,2019-04-01,0,7,147,7.091987949186075
600,2019-04-01,0,7,150,8.302912010897217
601,2019-04-01,0,7,153,6.927296545547161
602,2019-04-01,0,7,156,8.816827771953973
603,2019-04-01,0,7,159,
604,2019-04-01,0,7,163,10.681150102666715
605,2019-04-01,0,7,166,6.146930015272148
606,2019-04-01,0,7,169,7.6543678295374225
607,2019-04-01,0,7,172,5.200450365368497
608,2019-04-01,0,7,175,8.22576296478114
609,2019-04-01,0,7,178,5.744755244755245
610,2019-04-01,0,7,182,6.814753865398976
611,2019-04-01,0,7,185,9.015442808012365
612,2019-04-01,0,7,188,8.84062588270995
613,2019-04-01,0,7,191,9.851946233140252
614,2019-04-01,0,7,194,7.2731197224459905
615,2019-04-01,0,7,198,5.541729668910552
616,2019-04-01,0,7,201,5.950833096463644
617,2019-04-01,0,7,204,7.269369021199569
618,2019-04-01,0,7,207,6.697507258269697
619,2019-04-01,0,7,210,6.559832772645286
620,2019-04-01,0,7,214,10.227695137934845
621,2019-04-01,0,7,217,5.67419711052268
622,2019-04-01,0,7,220,7.7831917251950555
623,2019-04-01,0,7,223,5.731269338476272
624,2019-04-01,0,7,226,5.574432459341262
625,2019-04-01,0,7,230,5.884252368947646
626,2019-04-01,0,7,233,8.702111846422671
627,2019-04-01,0,7,236,4.2727272727272725
628,2019-04-01,0,7,239,8.795299145299145
629,2019-04-01,0,7,242,6.128805529667599
630,2019-04-01,0,7,245,6.255636962452813
631,2019-04-01,0,7,249,5.846969696969697
632,2019-04-01,0,8,0,7.7328197594815915
633,2019-04-01,0,8,3,8.679384825282382
634,2019-04-01,0,8,6,5.9308781046448615
635,2019-04-01,0,8,10,7.526612525189772
636,2019-04-01,0,8,13,8.437809994642134
637,2019-04-01,0,8,16,9.060618479075488
638,2019-04-01,0,8,19,7.0438457485625525
639,2019-04-01,0,8,22,5.3872530761694275
640,2019-04-01,0,8,26,7.757516407409149
641,2019-04-01,0,8,29,5.696609769449946
642,2019-04-01,0,8,32,7.7505568016137225
643,2019-04-01,0,8,35,8.39346920301767
