date,weekday,hour,region_id,region_mean_volume
2020-04-01,2,3,23,5.699055769682782
2020-04-01,2,3,31,5.466631626402355
2020-04-01,2,3,39,6.9366636962517045
2020-04-01,2,3,46,7.262415371323723
2020-04-01,2,3,54,6.602877786144157
2020-04-01,2,3,62,8.971663670500124
2020-04-01,2,3,70,4.881519301174478
2020-04-01,2,3,77,5.878043181154824
2020-04-01,2,3,85,5.631589362120779
2020-04-01,2,3,93,5.800570555330168
2020-04-01,2,3,100,5.281544660549839
2020-04-01,2,3,108,5.596149227210836
2020-04-01,2,3,116,5.4851365904291285
2020-04-01,2,3,124,5.512605384511692
2020-04-01,2,3,131,8.224809882265022
2020-04-01,2,3,139,6.2889687170442805
2020-04-01,2,3,147,5.872116175355068
2020-04-01,2,3,155,4.730440548961717
2020-04-01,2,3,162,4.9602694985365225
2020-04-01,2,3,170,5.051788964438356
2020-04-01,2,3,178,5.543942266059124
2020-04-01,2,3,185,5.593707562506067
2020-04-01,2,3,193,6.875395942647213
2020-04-01,2,3,201,6.9925913040807615
2020-04-01,2,3,209,6.4319709011596276
2020-04-01,2,3,216,6.430796168961071
2020-04-01,2,3,224,6.191441316553239
2020-04-01,2,3,232,5.123129967122208
2020-04-01,2,3,240,5.918041938367008
2020-04-01,2,3,247,6.126820881137246
2020-04-01,2,4,0,5.485715797749945
2020-04-01,2,4,8,5.529200437500757
2020-04-01,2,4,15,5.12259761619684
2020-04-01,2,4,23,5.102489817945723
2020-04-01,2,4,31,5.275772542429522
2020-04-01,2,4,39,5.2863715590955165
2020-04-01,2,4,46,6.227726939160278
2020-04-01,2,4,54,5.5936191436824965
2020-04-01,2,4,62,6.080795214875508
2020-04-01,2,4,70,5.350752566790617
2020-04-01,2,4,77,5.835128724738627
2020-04-01,2,4,85,5.158842594598736
2020-04-01,2,4,93,5.4901838449713445
2020-04-01,2,4,100,5.658827453776276
2020-04-01,2,4,108,5.387730695522124
2020-04-01,2,4,116,5.313791167710379
2020-04-01,2,4,124,5.301793974157335
2020-04-01,2,4,131,6.464528675926727
2020-04-01,2,4,139,5.6641540211086925
2020-04-01,2,4,147,5.427521125989067
2020-04-01,2,4,155,4.638810581236222
2020-04-01,2,4,162,4.698785878426947
2020-04-01,2,4,170,4.880885108720274
2020-04-01,2,4,178,5.1494043251002966
2020-04-01,2,4,185,5.1535381325768
2020-04-01,2,4,193,6.055354790896192
2020-04-01,2,4,201,6.1187465738152245
2020-04-01,2,4,209,6.004048308760433
2020-04-01,2,4,216,5.543328954797393
2020-04-01,2,4,224,5.634594701443134
2020-04-01,2,4,232,4.883824142839275
2020-04-01,2,4,240,5.550721022483188
2020-04-01,2,4,247,5.499346054223825
2020-04-01,2,5,0,5.668457406551527
2020-04-01,2,5,8,5.810528341934449
2020-04-01,2,5,15,5.480713858216179
2020-04-01,2,5,23,5.683622890659254
2020-04-01,2,5,31,5.758311064641753
2020-04-01,2,5,39,5.116982901612264
2020-04-01,2,5,46,4.844616810854187
2020-04-01,2,5,54,4.916083632492942
2020-04-01,2,5,62,4.848454330478184
2020-04-01,2,5,70,5.154875749010106
2020-04-01,2,5,77,5.273978537055793
2020-04-01,2,5,85,6.2605521159695074
2020-04-01,2,5,93,5.332105472348422
2020-04-01,2,5,100,5.195606422087045
2020-04-01,2,5,108,5.9789656281228485
2020-04-01,2,5,116,5.2003179408563085
2020-04-01,2,5,124,5.524709292828361
2020-04-01,2,5,131,5.640996898904714
2020-04-01,2,5,139,5.4301627523180604
2020-04-01,2,5,147,5.7567278327328495
2020-04-01,2,5,155,5.023889372793254
2020-04-01,2,5,162,5.031762055305396
2020-04-01,2,5,170,4.799549301535637
2020-04-01,2,5,178,5.372429440255655
2020-04-01,2,5,185,5.166207516247253
2020-04-01,2,5,193,5.261565775178461
2020-04-01,2,5,201,5.413274336036547
2020-04-01,2,5,209,5.944294909998634
2020-04-01,2,5,216,4.942352734301934
2020-04-01,2,5,224,5.260668441702789
2020-04-01,2,5,232,5.509988259856981
2020-04-01,2,5,240,5.445915140967659
2020-04-01,2,5,247,6.000048703515233
2020-04-01,2,6,0,6.055633863136992
2020-04-01,2,6,8,5.603683123574977
2020-04-01,2,6,15,5.5640883657126325
2020-04-01,2,6,23,5.1691240625467225
2020-04-01,2,6,31,6.281370353449409
2020-04-01,2,6,39,5.1421320379266815
2020-04-01,2,6,46,5.224184103023754
2020-04-01,2,6,54,5.317479197669588
2020-04-01,2,6,62,5.312579525126322
2020-04-01,2,6,70,5.0566058421263085
2020-04-01,2,6,77,5.681391494901308
2020-04-01,2,6,85,6.614146288843171
2020-04-01,2,6,93,5.850331384144151
2020-04-01,2,6,100,5.2720852802700495
2020-04-01,2,6,108,6.563944209540519
2020-04-01,2,6,116,5.5256928588285055
2020-04-01,2,6,124,5.716937308925239
2020-04-01,2,6,131,6.7389944868574645
2020-04-01,2,6,139,6.581374713530196
2020-04-01,2,6,147,5.699949887810497
2020-04-01,2,6,155,5.185033739131806
2020-04-01,2,6,162,5.547329272973063
2020-04-01,2,6,170,5.208123093560153
2020-04-01,2,6,178,5.459031421132052
2020-04-01,2,6,185,5.239939425273969
2020-04-01,2,6,193,5.101801964508112
2020-04-01,2,6,201,6.3745257110534235
2020-04-01,2,6,209,6.273099525583434
2020-04-01,2,6,216,5.210978833102336
2020-04-01,2,6,224,5.279826655718686
2020-04-01,2,6,232,5.494312654336164
2020-04-01,2,6,240,6.018343789211648
2020-04-01,2,6,247,6.650081468126357
2020-04-01,2,7,0,6.2843546966626525
2020-04-01,2,7,8,5.640824317250775
2020-04-01,2,7,15,7.073210642297521
2020-04-01,2,7,23,5.356694935274779
2020-04-01,2,7,31,5.942827873242318
2020-04-01,2,7,39,5.2667638192191815
2020-04-01,2,7,46,6.244959605224207
2020-04-01,2,7,54,5.591185153800138
2020-04-01,2,7,62,6.059850021571616
2020-04-01,2,7,70,5.121816442319301
2020-04-01,2,7,77,5.968456866486455
2020-04-01,2,7,85,6.090816554385058
2020-04-01,2,7,93,6.226476555641725
2020-04-01,2,7,100,6.21761940932763
2020-04-01,2,7,108,6.394611081746942
2020-04-01,2,7,116,5.864521105018276
2020-04-01,2,7,124,6.1073746557069635
2020-04-01,2,7,131,7.089480322805367
2020-04-01,2,7,139,7.5493973593662975
2020-04-01,2,7,147,6.045799693616737
2020-04-01,2,7,155,5.834354447100028
2020-04-01,2,7,162,6.159560176611139
2020-04-01,2,7,170,5.703197837567282
2020-04-01,2,7,178,5.907231912318371
2020-04-01,2,7,185,5.880909010185182
2020-04-01,2,7,193,5.488769963780177
2020-04-01,2,7,201,7.057449244417231
2020-04-01,2,7,209,7.575760488386923
2020-04-01,2,7,216,5.557750952693462
2020-04-01,2,7,224,5.623462534240288
2020-04-01,2,7,232,5.642970443243593
2020-04-01,2,7,240,6.501850330159128
2020-04-01,2,7,247,6.154919813634122
2020-04-01,2,8,0,6.2074200752153965
2020-04-01,2,8,8,6.4010428803148605
2020-04-01,2,8,15,6.697779315594528
2020-04-01,2,8,23,5.857332064570447
2020-04-01,2,8,31,6.245805649456322
2020-04-01,2,8,39,5.8672464250424365
2020-04-01,2,8,46,5.59509416971414
2020-04-01,2,8,54,5.667288531982894
2020-04-01,2,8,62,5.949455255084393
2020-04-01,2,8,70,5.696702426475308
2020-04-01,2,8,77,5.6336136104335495
2020-04-01,2,8,85,6.370272478635763
2020-04-01,2,8,93,6.06653480015086
2020-04-01,2,8,100,5.920729567938091
2020-04-01,2,8,108,6.631029737118071
2020-04-01,2,8,116,5.689516045557559
2020-04-01,2,8,124,6.5218066209663625
2020-04-01,2,8,131,6.001159685960424
2020-04-01,2,8,139,6.235938878199197
2020-04-01,2,8,147,5.950492826976199
2020-04-01,2,8,155,6.362102983739836
2020-04-01,2,8,162,6.450876543346686
2020-04-01,2,8,170,5.7205263962525414
2020-04-01,2,8,178,5.9628397108501385
2020-04-01,2,8,185,6.12386434951226
2020-04-01,2,8,193,5.7654819323607
2020-04-01,2,8,201,6.065250330317526
2020-04-01,2,8,209,6.708473682789626
2020-04-01,2,8,216,5.915124829459763
2020-04-01,2,8,224,5.9065528526925775
2020-04-01,2,8,232,6.546182257324343
2020-04-01,2,8,240,6.346104865551494
2020-04-01,2,8,247,6.325529574134518
2020-04-01,2,9,0,6.278665992107372
2020-04-01,2,9,8,6.124968525279157
2020-04-01,2,9,15,6.368323347468268
2020-04-01,2,9,23,5.8670300090731535
2020-04-01,2,9,31,6.255786428789143
2020-04-01,2,9,39,5.821423780752215
2020-04-01,2,9,46,5.953312997689814
2020-04-01,2,9,54,6.200906484358941
2020-04-01,2,9,62,5.738952187232168
2020-04-01,2,9,70,5.386027639005331
2020-04-01,2,9,77,5.528185453156158
2020-04-01,2,9,85,6.5835368661631914
2020-04-01,2,9,93,5.817531713277519
2020-04-01,2,9,100,5.793358234057568
2020-04-01,2,9,108,6.7965485431527375
2020-04-01,2,9,116,6.226352224490579
2020-04-01,2,9,124,6.2950508345964655
2020-04-01,2,9,131,5.648027043046416
2020-04-01,2,9,139,5.875690933435769
2020-04-01,2,9,147,5.761486242813523
2020-04-01,2,9,155,5.8738142127177255
2020-04-01,2,9,162,6.162971191544143
2020-04-01,2,9,170,5.712751850040082
2020-04-01,2,9,178,5.792052445796353
2020-04-01,2,9,185,5.8757558310489975
2020-04-01,2,9,193,6.031564838792003
2020-04-01,2,9,201,5.90524026612827
2020-04-01,2,9,209,6.312080225687977
2020-04-01,2,9,216,6.1237099982486365
2020-04-01,2,9,224,6.24829305194134
2020-04-01,2,9,232,6.101283656584334
2020-04-01,2,9,240,5.921223858345837
2020-04-01,2,9,247,6.6487836892998935
2020-04-01,2,10,0,6.6898392623292064
2020-04-01,2,10,8,6.156700384459508
2020-04-01,2,10,15,6.484863802313912
2020-04-01,2,10,23,5.857242039591736
2020-04-01,2,10,31,6.785154216518119
2020-04-01,2,10,39,5.9566917805846105
2020-04-01,2,10,46,5.778280579907626
2020-04-01,2,10,54,6.222310062267934
2020-04-01,2,10,62,6.279541303036764
2020-04-01,2,10,70,5.520321402961729
2020-04-01,2,10,77,5.7115488628281925
2020-04-01,2,10,85,7.906191558678862
2020-04-01,2,10,93,5.806312874385146
2020-04-01,2,10,100,6.137482326829714
2020-04-01,2,10,108,7.679537827878645
2020-04-01,2,10,116,6.827551032014776
2020-04-01,2,10,124,6.218216431551228
2020-04-01,2,10,131,6.047875113778981
2020-04-01,2,10,139,5.935217831364452
2020-04-01,2,10,147,5.902012980250577
2020-04-01,2,10,155,6.134264035300998
2020-04-01,2,10,162,5.947755249571407
2020-04-01,2,10,170,5.897729997235872
2020-04-01,2,10,178,5.953218521758604
2020-04-01,2,10,185,5.988748567038172
2020-04-01,2,10,193,6.178960161908154
2020-04-01,2,10,201,5.998912938225035
2020-04-01,2,10,209,6.498078898340125
2020-04-01,2,10,216,6.211480910608348
2020-04-01,2,10,224,6.165689230957033
2020-04-01,2,10,232,6.127211129867026
2020-04-01,2,10,240,5.9614372577976695
2020-04-01,2,10,247,7.9914274971507275
2020-04-01,2,11,0,6.8815825604515055
2020-04-01,2,11,8,6.5510758983888255
2020-04-01,2,11,15,6.5774369775110175
2020-04-01,2,11,23,6.088184288736133
2020-04-01,2,11,31,7.0835736905289375
2020-04-01,2,11,39,6.118287055591239
2020-04-01,2,11,46,6.155533323529372
2020-04-01,2,11,54,6.3385235413711545
2020-04-01,2,11,62,6.320266037855274
2020-04-01,2,11,70,5.621848950466199
2020-04-01,2,11,77,5.863222006807447
2020-04-01,2,11,85,8.386455878434454
2020-04-01,2,11,93,5.791240619248253
2020-04-01,2,11,100,6.322514166461889
2020-04-01,2,11,108,8.085978644043713
2020-04-01,2,11,116,6.7043096474843935
2020-04-01,2,11,124,6.3164285311703
2020-04-01,2,11,131,6.1749853213816115
2020-04-01,2,11,139,6.212656993163103
2020-04-01,2,11,147,6.1233313368446325
2020-04-01,2,11,155,6.2378201869462355
2020-04-01,2,11,162,6.191797575796444
2020-04-01,2,11,170,6.226269785254433
2020-04-01,2,11,178,6.161692423373643
2020-04-01,2,11,185,6.134141229358503
2020-04-01,2,11,193,6.260707177640174
2020-04-01,2,11,201,6.136891652044575
2020-04-01,2,11,209,6.62280976004836
2020-04-01,2,11,216,6.435359692997372
2020-04-01,2,11,224,6.168771231269491
2020-04-01,2,11,232,6.339615949589249
2020-04-01,2,11,240,6.044020755064395
2020-04-01,2,11,247,8.54616789692075
2020-04-01,2,12,0,6.543255975089423
2020-04-01,2,12,8,6.5268252301183844
2020-04-01,2,12,15,6.6973668698052276
2020-04-01,2,12,23,6.017965151036107
2020-04-01,2,12,31,6.6359920435826325
2020-04-01,2,12,39,6.005967764821378
2020-04-01,2,12,46,5.8205412229007765
2020-04-01,2,12,54,6.099319355809996
2020-04-01,2,12,62,6.323783493907839
2020-04-01,2,12,70,5.7559397441340545
2020-04-01,2,12,77,5.868366762840132
2020-04-01,2,12,85,7.7226635279781295
2020-04-01,2,12,93,5.639592024335777
2020-04-01,2,12,100,6.326202973227241
2020-04-01,2,12,108,7.399799190951175
2020-04-01,2,12,116,6.2205712607235775
2020-04-01,2,12,124,6.326462177881389
2020-04-01,2,12,131,5.6854215399013945
2020-04-01,2,12,139,5.879271170069302
2020-04-01,2,12,147,5.938028941282156
2020-04-01,2,12,155,6.353414499747447
2020-04-01,2,12,162,6.326417018104267
2020-04-01,2,12,170,5.985535898213514
2020-04-01,2,12,178,6.0995180595215786
2020-04-01,2,12,185,6.0603042587938205
2020-04-01,2,12,193,6.0087962357422535
2020-04-01,2,12,201,5.724366444711928
2020-04-01,2,12,209,6.349097509869999
2020-04-01,2,12,216,6.3434457735400045
2020-04-01,2,12,224,6.152714857665446
2020-04-01,2,12,232,6.4303595394874025
2020-04-01,2,12,240,5.9245879736788725
2020-04-01,2,12,247,7.686382948982088
2020-04-01,2,13,0,6.142551626049462
2020-04-01,2,13,8,5.7845987320489645
2020-04-01,2,13,15,5.997481753611798
2020-04-01,2,13,23,5.821624995811553
2020-04-01,2,13,31,6.216301463801289
2020-04-01,2,13,39,5.7486574232408
2020-04-01,2,13,46,5.986395631104663
2020-04-01,2,13,54,5.7150959175713165
2020-04-01,2,13,62,5.831844209190185
2020-04-01,2,13,70,6.002433257001862
2020-04-01,2,13,77,6.384592922079277
2020-04-01,2,13,85,6.648555063742852
2020-04-01,2,13,93,5.760115894664158
2020-04-01,2,13,100,6.849636091574287
2020-04-01,2,13,108,6.552992242657055
2020-04-01,2,13,116,5.945996564603544
2020-04-01,2,13,124,6.079331585730957
2020-04-01,2,13,131,5.730075875192133
2020-04-01,2,13,139,6.022199849377383
2020-04-01,2,13,147,5.890350648022741
2020-04-01,2,13,155,5.910489431416859
2020-04-01,2,13,162,6.02989577600592
2020-04-01,2,13,170,5.517705797730904
2020-04-01,2,13,178,5.889927743467123
2020-04-01,2,13,185,6.072121676566972
2020-04-01,2,13,193,6.003984959564352
2020-04-01,2,13,201,5.890197500265131
2020-04-01,2,13,209,6.153437226636847
2020-04-01,2,13,216,5.786909633367348
2020-04-01,2,13,224,6.047496663251983
2020-04-01,2,13,232,6.046134686741861
2020-04-01,2,13,240,6.103751997161387
2020-04-01,2,13,247,6.616217451871703
2020-04-01,2,14,0,6.296614668811516
2020-04-01,2,14,8,5.847080760995048
2020-04-01,2,14,15,6.039587349529652
2020-04-01,2,14,23,5.683525935333959
2020-04-01,2,14,31,6.489400268399223
2020-04-01,2,14,39,5.525244061765638
2020-04-01,2,14,46,5.512829832471051
2020-04-01,2,14,54,5.413024805905762
2020-04-01,2,14,62,5.505974003103334
2020-04-01,2,14,70,5.9638615249753375
2020-04-01,2,14,77,6.107703239277918
2020-04-01,2,14,85,6.7452320889889545
2020-04-01,2,14,93,5.8223231238285145
2020-04-01,2,14,100,7.20786475716241
2020-04-01,2,14,108,6.910803116389703
2020-04-01,2,14,116,6.061625682655269
2020-04-01,2,14,124,6.493538127838242
2020-04-01,2,14,131,5.715961342871871
2020-04-01,2,14,139,5.7609459191527845
2020-04-01,2,14,147,5.766463347241823
2020-04-01,2,14,155,5.521385946752031
2020-04-01,2,14,162,5.607971974882816
2020-04-01,2,14,170,5.426205801304652
2020-04-01,2,14,178,5.7354508417584595
2020-04-01,2,14,185,5.68370635526812
2020-04-01,2,14,193,5.577909343384858
2020-04-01,2,14,201,5.720355433728487
2020-04-01,2,14,209,6.622110831667402
2020-04-01,2,14,216,5.7477276241726045
2020-04-01,2,14,224,6.404705795468828
2020-04-01,2,14,232,6.394608969257756
2020-04-01,2,14,240,6.2743525461904825
2020-04-01,2,14,247,6.646353695991112
2020-04-01,2,15,0,6.010781793145213
2020-04-01,2,15,8,5.5861337062481375
2020-04-01,2,15,15,5.560534695268277
2020-04-01,2,15,23,5.681067938775644
2020-04-01,2,15,31,6.096270875380465
2020-04-01,2,15,39,5.619202756774132
2020-04-01,2,15,46,5.6089999086704205
2020-04-01,2,15,54,5.667604620028273
2020-04-01,2,15,62,5.442322781360893
2020-04-01,2,15,70,5.6183196204262185
2020-04-01,2,15,77,5.960350870925938
2020-04-01,2,15,85,6.608148739747076
2020-04-01,2,15,93,5.702759999419961
2020-04-01,2,15,100,6.022025457568022
2020-04-01,2,15,108,6.435872273070292
2020-04-01,2,15,116,5.882467913605415
2020-04-01,2,15,124,5.839703789038974
2020-04-01,2,15,131,5.8697784557462525
2020-04-01,2,15,139,5.652246492662222
2020-04-01,2,15,147,5.791695780381423
2020-04-01,2,15,155,5.355819512432746
2020-04-01,2,15,162,5.581547953104444
2020-04-01,2,15,170,5.215536833225062
2020-04-01,2,15,178,5.56646524397361
2020-04-01,2,15,185,5.601459461736397
2020-04-01,2,15,193,5.8580396510521995
2020-04-01,2,15,201,5.790283526242321
2020-04-01,2,15,209,5.957998342610693
2020-04-01,2,15,216,5.590572513125942
2020-04-01,2,15,224,5.940265742504447
2020-04-01,2,15,232,5.670033624677227
2020-04-01,2,15,240,5.882231578138278
2020-04-01,2,15,247,6.546957612255977
2020-04-01,2,16,0,6.0759459902267805
2020-04-01,2,16,8,6.3411643387108825
2020-04-01,2,16,15,6.875315035527332
2020-04-01,2,16,23,5.930961945793433
2020-04-01,2,16,31,5.756075129847024
2020-04-01,2,16,39,5.828404531212449
2020-04-01,2,16,46,5.906714525240487
2020-04-01,2,16,54,5.423740391659154
2020-04-01,2,16,62,6.073723915104891
2020-04-01,2,16,70,5.406929998921251
2020-04-01,2,16,77,5.665315823886662
2020-04-01,2,16,85,6.289290335359057
2020-04-01,2,16,93,5.634163954582903
2020-04-01,2,16,100,7.05339273508542
2020-04-01,2,16,108,6.35870644158609
2020-04-01,2,16,116,6.327826984536112
2020-04-01,2,16,124,5.5988405392650975
2020-04-01,2,16,131,5.703330528811796
2020-04-01,2,16,139,5.831892352707554
2020-04-01,2,16,147,5.955637853994903
2020-04-01,2,16,155,5.792979109162875
2020-04-01,2,16,162,5.653712021305399
2020-04-01,2,16,170,5.976704091559622
2020-04-01,2,16,178,6.0688968189638475
2020-04-01,2,16,185,5.9726462864118615
2020-04-01,2,16,193,5.8667600908216615
2020-04-01,2,16,201,5.656279240740654
2020-04-01,2,16,209,7.213117002050335
2020-04-01,2,16,216,5.753820837614348
2020-04-01,2,16,224,5.4453749148192845
2020-04-01,2,16,232,5.592366289244612
2020-04-01,2,16,240,5.658691019707375
2020-04-01,2,16,247,6.1587294732224525
2020-04-01,2,17,0,6.203708405954439
2020-04-01,2,17,8,6.202110093111393
2020-04-01,2,17,15,7.194188611039031
2020-04-01,2,17,23,5.4092324011549175
2020-04-01,2,17,31,5.9906776033520925
2020-04-01,2,17,39,5.454082531765914
2020-04-01,2,17,46,5.651139183583528
2020-04-01,2,17,54,5.770549260398209
2020-04-01,2,17,62,5.875533751121226
2020-04-01,2,17,70,5.2239540523971275
2020-04-01,2,17,77,5.6487255174478745
2020-04-01,2,17,85,6.265200474141928
2020-04-01,2,17,93,5.725863794714211
2020-04-01,2,17,100,8.290813683369874
2020-04-01,2,17,108,6.549033898080799
2020-04-01,2,17,116,6.451413828791583
2020-04-01,2,17,124,5.84840103172696
2020-04-01,2,17,131,6.005230376709492
2020-04-01,2,17,139,6.465539966049602
2020-04-01,2,17,147,5.636221957531335
2020-04-01,2,17,155,5.4910383463796535
2020-04-01,2,17,162,6.0200780499723185
2020-04-01,2,17,170,5.706437756737622
2020-04-01,2,17,178,5.480595961120988
2020-04-01,2,17,185,5.502366403924731
2020-04-01,2,17,193,5.246174310898426
2020-04-01,2,17,201,6.396234745182163
2020-04-01,2,17,209,7.533154890169678
2020-04-01,2,17,216,5.746638310848705
2020-04-01,2,17,224,5.905431800051264
2020-04-01,2,17,232,5.8345069724354515
2020-04-01,2,17,240,6.004343044138937
2020-04-01,2,17,247,6.373010363642808
2020-04-01,2,18,0,6.345070715917102
2020-04-01,2,18,8,6.406386480528762
2020-04-01,2,18,15,7.5184549922893265
2020-04-01,2,18,23,5.965603612286213
2020-04-01,2,18,31,5.9766924657411895
2020-04-01,2,18,39,5.97983261876028
2020-04-01,2,18,46,6.0603775019937345
2020-04-01,2,18,54,5.879733519777116
2020-04-01,2,18,62,5.856344709502312
2020-04-01,2,18,70,5.226823753735636
2020-04-01,2,18,77,5.914472323380816
2020-04-01,2,18,85,6.448951839385166
2020-04-01,2,18,93,5.798541436906929
2020-04-01,2,18,100,7.792143723962378
2020-04-01,2,18,108,6.5551738634402374
2020-04-01,2,18,116,6.594616250849152
2020-04-01,2,18,124,6.029827582532741
2020-04-01,2,18,131,6.126970993714081
2020-04-01,2,18,139,6.360324357919793
2020-04-01,2,18,147,6.0321980602514325
2020-04-01,2,18,155,5.624664105769842
2020-04-01,2,18,162,6.235051806091522
2020-04-01,2,18,170,6.393000914840622
2020-04-01,2,18,178,6.241535998643098
2020-04-01,2,18,185,5.99915033581759
2020-04-01,2,18,193,5.866865144813532
2020-04-01,2,18,201,6.036816986445986
2020-04-01,2,18,209,7.785597621314355
2020-04-01,2,18,216,6.146044364458778
2020-04-01,2,18,224,6.25485345554061
2020-04-01,2,18,232,6.2733795278164015
2020-04-01,2,18,240,6.22941899295976
2020-04-01,2,18,247,6.254877188927628
2020-04-01,2,19,0,6.76024112128459
2020-04-01,2,19,8,5.99379572050016
2020-04-01,2,19,15,8.855607605250238
2020-04-01,2,19,23,5.4874032603877865
2020-04-01,2,19,31,5.706180818991642
2020-04-01,2,19,39,5.667944735449362
2020-04-01,2,19,46,5.444022893849653
2020-04-01,2,19,54,5.981022188049518
2020-04-01,2,19,62,5.301267982501359
2020-04-01,2,19,70,5.970739716609796
2020-04-01,2,19,77,5.866763177010634
2020-04-01,2,19,85,6.037603221663858
2020-04-01,2,19,93,5.37411451511577
2020-04-01,2,19,100,9.358896144871787
2020-04-01,2,19,108,6.932108411904199
2020-04-01,2,19,116,8.0845697226555
2020-04-01,2,19,124,6.573473246276556
2020-04-01,2,19,131,5.2292730806112955
2020-04-01,2,19,139,5.250725858448512
2020-04-01,2,19,147,5.406511472086383
2020-04-01,2,19,155,5.404247334414009
2020-04-01,2,19,162,5.449015822530916
2020-04-01,2,19,170,5.411588759599249
2020-04-01,2,19,178,5.658377038717909
2020-04-01,2,19,185,5.764848269995428
2020-04-01,2,19,193,6.024424106918468
2020-04-01,2,19,201,5.4328790067836605
2020-04-01,2,19,209,9.026951792124311
2020-04-01,2,19,216,5.502360528125787
2020-04-01,2,19,224,6.414193165536723
2020-04-01,2,19,232,5.843652427174902
