rel,way,tags,region
226927,189387461,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,170300066,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,321815236,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,188882106,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,188882111,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,401484814,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,287016288,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,188881521,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,206530317,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,399281042,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,476305811,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,399281039,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,476305809,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,449140061,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,302239297,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,399281037,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,302239305,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,449140058,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,449140052,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,206530345,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,157098523,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,24895097,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,34081860,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,648261012,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,648261010,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,971482288,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,133428193,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,971561980,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,52014310,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,40013515,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,443261016,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,40745875,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,40748143,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,40138949,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,39990939,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,690042424,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,39990936,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,157098857,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,176510567,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,157098731,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,655899959,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,40100749,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,40100753,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,188811777,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
226927,184282115,"{'addr:country': 'RU', 'addr:region': 'Москва', 'admin_level': '8', 'alt_name': 'муниципальный округ Кунцево', 'boundary': 'administrative', 'description': 'район — административно-территориальная единица; муниципальный округ — тип муниципального образования (с 1 июля 2012)', 'name': 'район Кунцево', 'name:en': 'Kuntsevo District', 'name:ru': 'район Кунцево', 'official_status': 'ru:внутригородская территория города федерального значения', 'type': 'boundary', 'wikidata': 'Q155102', 'wikipedia': 'ru:Кунцево (район Москвы)'}",район Кунцево
